"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.773513833E0,-7.534050383E-5,-4.885680974E-4,-9.582804050E-4,1.078274692E-3
2.783559833E0,-5.073053762E-4,-4.653986543E-4,1.328576123E-3,1.496351953E-3
2.793605833E0,1.348927617E-5,-5.337796174E-4,-3.355902154E-4,6.306531798E-4
2.803650833E0,2.243353985E-3,-2.432283945E-4,-7.939202478E-4,2.392092497E-3
2.813696833E0,1.386096701E-4,-1.839850564E-3,-1.248172252E-3,2.227598866E-3
2.823741833E0,-1.056084177E-3,-1.331985462E-3,-1.562762773E-4,1.707021188E-3
2.833787833E0,-4.122080281E-4,-3.420435824E-4,-1.435446087E-3,1.532127521E-3
2.843832833E0,5.899395328E-4,3.730151802E-4,6.258208305E-5,7.007749240E-4
2.853878833E0,3.697504289E-4,2.735045739E-3,-1.460889238E-3,3.122721239E-3
2.863923833E0,1.282019075E-4,8.652405813E-4,1.130625606E-5,8.747598665E-4
2.873969833E0,-2.855411731E-5,8.605630137E-4,1.018854091E-3,1.333959406E-3
2.884015833E0,-3.185723908E-4,3.367396537E-3,-2.883339766E-5,3.382555125E-3
2.894060833E0,1.105116098E-3,2.499560360E-3,2.273594961E-3,3.555041157E-3
2.904106833E0,1.792744268E-3,4.277486820E-3,1.149208518E-3,4.778232489E-3
2.914151833E0,9.413270745E-4,5.017790012E-3,-2.373744501E-4,5.110837495E-3
2.924197833E0,1.716306899E-3,4.339482635E-3,2.793835476E-3,5.438964569E-3
2.934242833E0,2.192350803E-3,7.649612147E-3,2.477214672E-3,8.334240252E-3
2.944288833E0,-7.959175855E-5,1.340849791E-3,3.143989295E-2,3.146857292E-2
2.954333833E0,6.613112055E-3,2.682651393E-2,5.678467155E-1,5.685185022E-1
2.964379833E0,8.597038686E-5,9.058170021E-3,8.546507955E-1,8.546988008E-1
2.974425833E0,5.042297766E-3,1.981796511E-2,8.179373741E-1,8.181929629E-1
2.984470833E0,8.337160572E-3,2.883915603E-2,6.762721539E-1,6.769381296E-1
2.994516833E0,1.187458402E-3,4.144717474E-3,6.278456450E-1,6.278604484E-1
